period_covered,utilization_type,state_code,number_of_prescriptions,total_amount_reimbursed,Prescription
2015,MCOU,CA,931,13250.17,Methadone
2015,MCOU,CA,1064,16274.6,Methadone
2015,MCOU,CA,1144,16891.91,Methadone
2015,MCOU,CA,1165,17540.1,Methadone
2015,MCOU,CA,2115,51819.86,Methadone
2015,MCOU,CA,2753,62764,Methadone
2015,MCOU,CA,2854,106715.5,Methadone
2015,MCOU,CA,3172,68885.94,Methadone
2015,MCOU,CA,3232,115288.45,Methadone
2015,MCOU,CA,3282,124443.54,Methadone
2015,MCOU,CA,3287,122244.8,Methadone
2015,MCOU,CA,3557,76320.95,Methadone
2015,MCOU,CA,3760,140895.92,Methadone
2015,MCOU,CA,4052,150094.33,Methadone
2015,MCOU,CA,4565,185605.38,Methadone
2015,MCOU,CA,5105,210396.27,Methadone
2015,MCOU,DE,39,513.28,Methadone
2015,MCOU,DE,58,707.02,Methadone
2015,MCOU,DE,61,973.31,Methadone
2015,MCOU,DE,62,2132.79,Methadone
2015,MCOU,DE,64,1920.81,Methadone
2015,MCOU,DE,69,999.29,Methadone
2015,MCOU,DE,72,1127.14,Methadone
2015,MCOU,DE,79,2375.36,Methadone
2015,MCOU,DE,85,1101.65,Methadone
2015,MCOU,DE,86,1285.16,Methadone
2015,MCOU,DE,90,1354.72,Methadone
2015,MCOU,DE,153,4011.95,Methadone
2015,MCOU,DE,232,7916.93,Methadone
2015,MCOU,DE,276,8708.3,Methadone
2015,MCOU,DE,306,11198.77,Methadone
2015,MCOU,DE,359,12525.97,Methadone
2015,MCOU,DE,569,7502.98,Methadone
2015,MCOU,DE,572,7685.25,Methadone
2015,MCOU,DE,622,8079.13,Methadone
2015,MCOU,DE,642,8582.31,Methadone
2015,MCOU,FL,16,481.29,Methadone
2015,MCOU,FL,160,1492.14,Methadone
2015,MCOU,FL,175,2333.44,Methadone
2015,MCOU,FL,191,2627.52,Methadone
2015,MCOU,FL,192,2326.24,Methadone
2015,MCOU,FL,210,1727.05,Methadone
2015,MCOU,FL,211,2886.98,Methadone
2015,MCOU,FL,214,2765.27,Methadone
2015,MCOU,FL,257,3627.25,Methadone
2015,MCOU,FL,1055,23934.19,Methadone
2015,MCOU,FL,1073,22995.65,Methadone
2015,MCOU,FL,1204,26019.35,Methadone
2015,MCOU,FL,1636,33809.53,Methadone
2015,MCOU,FL,1974,30277.72,Methadone
2015,MCOU,FL,1984,36519.31,Methadone
2015,MCOU,FL,2117,47579.85,Methadone
2015,MCOU,FL,2180,50747.26,Methadone
2015,MCOU,FL,2463,49634.83,Methadone
2015,MCOU,FL,2774,44070.16,Methadone
2015,MCOU,FL,3048,46050.1,Methadone
2015,MCOU,FL,3237,50436.89,Methadone
2015,MCOU,GA,15,130.8,Methadone
2015,MCOU,GA,20,28.65,Methadone
2015,MCOU,GA,26,26.88,Methadone
2015,MCOU,GA,30,351.57,Methadone
2015,MCOU,GA,30,367.25,Methadone
2015,MCOU,GA,39,422.89,Methadone
2015,MCOU,GA,42,324.04,Methadone
2015,MCOU,GA,42,338.79,Methadone
2015,MCOU,GA,53,583.94,Methadone
2015,MCOU,GA,57,737.15,Methadone
2015,MCOU,GA,66,826.18,Methadone
2015,MCOU,GA,72,460.54,Methadone
2015,MCOU,GA,155,2679.08,Methadone
2015,MCOU,GA,163,2805.59,Methadone
2015,MCOU,GA,170,2586.84,Methadone
2015,MCOU,GA,172,2257.98,Methadone
2015,MCOU,GA,216,3330.3,Methadone
2015,MCOU,GA,217,3174.07,Methadone
2015,MCOU,GA,241,3538.46,Methadone
2015,MCOU,GA,247,3825.33,Methadone
2015,MCOU,GA,273,5050.84,Methadone
2015,MCOU,GA,277,4806.2,Methadone
2015,MCOU,GA,291,4596.99,Methadone
2015,MCOU,GA,322,4604.69,Methadone
2015,MCOU,HI,22,348.45,Methadone
2015,MCOU,HI,22,6843.23,Methadone
2015,MCOU,HI,24,449.36,Methadone
2015,MCOU,HI,25,379.59,Methadone
2015,MCOU,HI,27,4738.71,Methadone
2015,MCOU,HI,28,403.97,Methadone
2015,MCOU,HI,31,10719.42,Methadone
2015,MCOU,HI,32,20785.19,Methadone
2015,MCOU,HI,202,7132.46,Methadone
2015,MCOU,HI,255,4942.98,Methadone
2015,MCOU,HI,258,7999.51,Methadone
2015,MCOU,HI,263,15810.44,Methadone
2015,MCOU,HI,280,17497.33,Methadone
2015,MCOU,HI,315,6189.89,Methadone
2015,MCOU,HI,335,19086.47,Methadone
2015,MCOU,HI,361,14183.74,Methadone
2015,MCOU,HI,373,37046.01,Methadone
2015,MCOU,HI,392,15559.51,Methadone
2015,MCOU,HI,428,8549.14,Methadone
2015,MCOU,HI,439,8635.12,Methadone
2015,MCOU,IL,12,256.46,Methadone
2015,MCOU,IL,16,252.26,Methadone
2015,MCOU,IL,49,373.12,Methadone
2015,MCOU,IL,53,434.57,Methadone
2015,MCOU,IL,62,471.67,Methadone
2015,MCOU,IL,63,476.29,Methadone
2015,MCOU,IL,66,970.06,Methadone
2015,MCOU,IL,92,1517.01,Methadone
2015,MCOU,IL,141,2296.28,Methadone
2015,MCOU,IL,143,3841.55,Methadone
2015,MCOU,IL,147,1630.89,Methadone
2015,MCOU,IL,171,5131.84,Methadone
2015,MCOU,IL,178,2695.82,Methadone
2015,MCOU,IL,179,2892.9,Methadone
2015,MCOU,IL,208,5062.18,Methadone
2015,MCOU,IL,222,3208.58,Methadone
2015,MCOU,IL,325,10796.23,Methadone
2015,MCOU,IL,408,12412.71,Methadone
2015,MCOU,IL,445,10465.38,Methadone
2015,MCOU,IL,451,10120.77,Methadone
2015,MCOU,IL,481,12328.04,Methadone
2015,MCOU,IL,790,20929.69,Methadone
2015,MCOU,IN,38,368.62,Methadone
2015,MCOU,IN,50,834.94,Methadone
2015,MCOU,IN,72,1451.68,Methadone
2015,MCOU,IN,73,1320.93,Methadone
2015,MCOU,IN,87,1610.45,Methadone
2015,MCOU,IN,131,1929.55,Methadone
2015,MCOU,IN,153,4376.87,Methadone
2015,MCOU,IN,209,3956.65,Methadone
2015,MCOU,IN,214,5728.73,Methadone
2015,MCOU,IN,216,3542.28,Methadone
2015,MCOU,IN,260,4714.52,Methadone
2015,MCOU,IN,543,19996.74,Methadone
2015,MCOU,IN,556,9865.41,Methadone
2015,MCOU,IN,615,20246.57,Methadone
2015,MCOU,IN,668,11980.46,Methadone
2015,MCOU,IN,689,24531.76,Methadone
2015,MCOU,IN,788,27669,Methadone
2015,MCOU,IN,1222,40368.47,Methadone
2015,MCOU,IN,1414,45796.75,Methadone
2015,MCOU,KS,14,304.38,Methadone
2015,MCOU,KS,21,207.3,Methadone
2015,MCOU,KS,24,251.82,Methadone
2015,MCOU,KS,29,1058.72,Methadone
2015,MCOU,KS,34,509.56,Methadone
2015,MCOU,KS,43,714.85,Methadone
2015,MCOU,KS,48,897.01,Methadone
2015,MCOU,KS,52,912.5,Methadone
2015,MCOU,KS,66,2532.65,Methadone
2015,MCOU,KS,98,4085.88,Methadone
2015,MCOU,KS,123,5590.9,Methadone
2015,MCOU,KS,159,4122.82,Methadone
2015,MCOU,KS,189,4392.43,Methadone
2015,MCOU,KS,209,7546.8,Methadone
2015,MCOU,KS,218,9515.31,Methadone
2015,MCOU,KS,254,5357.44,Methadone
2015,MCOU,KS,282,10873.1,Methadone
2015,MCOU,KS,287,9280.26,Methadone
2015,MCOU,KS,381,8317.99,Methadone
2015,MCOU,KS,413,15905.34,Methadone
2015,MCOU,KY,13,173.1,Methadone
2015,MCOU,KY,15,244.01,Methadone
2015,MCOU,KY,99,1029.93,Methadone
2015,MCOU,KY,99,1381.11,Methadone
2015,MCOU,KY,109,1538.28,Methadone
2015,MCOU,KY,111,1188.72,Methadone
2015,MCOU,KY,112,820.6,Methadone
2015,MCOU,KY,116,1148.4,Methadone
2015,MCOU,KY,130,1880.66,Methadone
2015,MCOU,KY,134,1690.44,Methadone
2015,MCOU,KY,443,6846.87,Methadone
2015,MCOU,KY,541,8777.28,Methadone
2015,MCOU,KY,601,14651.22,Methadone
2015,MCOU,KY,607,14012.02,Methadone
2015,MCOU,KY,652,10016.75,Methadone
2015,MCOU,KY,674,16385.22,Methadone
2015,MCOU,KY,697,10921.04,Methadone
2015,MCOU,KY,714,16619.49,Methadone
2015,MCOU,KY,750,19191.34,Methadone
2015,MCOU,KY,777,16086.38,Methadone
2015,MCOU,KY,792,18775.09,Methadone
2015,MCOU,KY,899,19477.46,Methadone
2015,MCOU,LA,15,160.64,Methadone
2015,MCOU,LA,18,289.12,Methadone
2015,MCOU,LA,21,318.02,Methadone
2015,MCOU,LA,24,273.65,Methadone
2015,MCOU,LA,25,298.98,Methadone
2015,MCOU,LA,72,1362.63,Methadone
2015,MCOU,LA,170,5661.7,Methadone
2015,MCOU,LA,201,6766.19,Methadone
2015,MCOU,LA,211,7376.97,Methadone
2015,MCOU,LA,220,7154.41,Methadone
2015,MCOU,LA,240,6991.48,Methadone
2015,MCOU,LA,244,7173.49,Methadone
2015,MCOU,LA,250,7894.03,Methadone
2015,MCOU,LA,255,8023.01,Methadone
2015,MCOU,LA,259,5031.22,Methadone
2015,MCOU,LA,311,5981.94,Methadone
2015,MCOU,LA,319,6079.23,Methadone
2015,MCOU,MA,123,1577.02,Methadone
2015,MCOU,MA,134,1619.46,Methadone
2015,MCOU,MA,136,1481.31,Methadone
2015,MCOU,MA,152,1771.03,Methadone
2015,MCOU,MA,207,2171.1,Methadone
2015,MCOU,MA,224,1962.72,Methadone
2015,MCOU,MA,237,1915.93,Methadone
2015,MCOU,MA,239,2160.33,Methadone
2015,MCOU,MA,310,3362.41,Methadone
2015,MCOU,MA,380,4006.99,Methadone
2015,MCOU,MA,411,8610.91,Methadone
2015,MCOU,MA,419,8773.26,Methadone
2015,MCOU,MA,420,4636.77,Methadone
2015,MCOU,MA,429,4735.54,Methadone
2015,MCOU,MA,459,8870.88,Methadone
2015,MCOU,MA,462,9386.19,Methadone
2015,MCOU,MA,657,14726.5,Methadone
2015,MCOU,MA,667,18061.53,Methadone
2015,MCOU,MA,726,19996.7,Methadone
2015,MCOU,MA,799,19186.07,Methadone
2015,MCOU,MD,12,103.93,Methadone
2015,MCOU,MD,15,127.28,Methadone
2015,MCOU,MD,15,193.68,Methadone
2015,MCOU,MD,20,138.59,Methadone
2015,MCOU,MD,20,216.32,Methadone
2015,MCOU,MD,27,510.68,Methadone
2015,MCOU,MD,30,537.01,Methadone
2015,MCOU,MD,34,472.26,Methadone
2015,MCOU,MD,36,751.96,Methadone
2015,MCOU,MD,51,251.17,Methadone
2015,MCOU,MD,61,322.16,Methadone
2015,MCOU,MD,62,445.39,Methadone
2015,MCOU,MD,318,3065.79,Methadone
2015,MCOU,MD,325,2413.56,Methadone
2015,MCOU,MD,343,3161.08,Methadone
2015,MCOU,MD,358,3806.5,Methadone
2015,MCOU,MD,363,2812.85,Methadone
2015,MCOU,MD,371,2633.48,Methadone
2015,MCOU,MD,376,4567.03,Methadone
2015,MCOU,MD,416,5044.09,Methadone
2015,MCOU,MD,829,18151.38,Methadone
2015,MCOU,MD,924,21758.22,Methadone
2015,MCOU,MD,984,23646.58,Methadone
2015,MCOU,MD,1067,28379.38,Methadone
2015,MCOU,MD,1418,30102.34,Methadone
2015,MCOU,MD,1556,17116.77,Methadone
2015,MCOU,MD,1640,32788.8,Methadone
2015,MCOU,MD,1728,33802.68,Methadone
2015,MCOU,MD,1731,18747.73,Methadone
2015,MCOU,MD,1747,19243.31,Methadone
2015,MCOU,MD,1928,38709.07,Methadone
2015,MCOU,MD,1933,21051.16,Methadone
2015,MCOU,MI,14,242.62,Methadone
2015,MCOU,MI,16,228.72,Methadone
2015,MCOU,MI,21,272.44,Methadone
2015,MCOU,MI,33,121.24,Methadone
2015,MCOU,MI,34,153.41,Methadone
2015,MCOU,MI,35,290,Methadone
2015,MCOU,MI,366,4753.13,Methadone
2015,MCOU,MI,394,4392.42,Methadone
2015,MCOU,MI,415,5571.29,Methadone
2015,MCOU,MI,482,5704.57,Methadone
2015,MCOU,MI,496,6448.53,Methadone
2015,MCOU,MI,516,8329.02,Methadone
2015,MCOU,MI,604,9251.83,Methadone
2015,MCOU,MI,607,9187.09,Methadone
2015,MCOU,MI,1511,49545.27,Methadone
2015,MCOU,MI,1562,49837.6,Methadone
2015,MCOU,MI,1928,58395.92,Methadone
2015,MCOU,MI,1971,24038.02,Methadone
2015,MCOU,MI,2058,27380.87,Methadone
2015,MCOU,MI,2199,30325.98,Methadone
2015,MCOU,MI,2234,63169.79,Methadone
2015,MCOU,MI,2483,32747.35,Methadone
2015,MCOU,MI,3038,104636.78,Methadone
2015,MCOU,MI,3184,118530.65,Methadone
2015,MCOU,MI,3393,113087.18,Methadone
2015,MCOU,MI,4033,143227.15,Methadone
2015,MCOU,MN,12,177.4,Methadone
2015,MCOU,MN,28,794.85,Methadone
2015,MCOU,MN,28,1280.69,Methadone
2015,MCOU,MN,37,1041.6,Methadone
2015,MCOU,MN,120,2260.34,Methadone
2015,MCOU,MN,129,2305.87,Methadone
2015,MCOU,MN,136,2121.67,Methadone
2015,MCOU,MN,141,2643.29,Methadone
2015,MCOU,MN,160,5980.26,Methadone
2015,MCOU,MN,179,2886.2,Methadone
2015,MCOU,MN,184,3946.68,Methadone
2015,MCOU,MN,189,3745.12,Methadone
2015,MCOU,MN,193,6605.56,Methadone
2015,MCOU,MN,203,4208.85,Methadone
2015,MCOU,MN,212,6081.98,Methadone
2015,MCOU,MN,220,6067.1,Methadone
2015,MCOU,MN,256,7122.65,Methadone
2015,MCOU,MN,261,5450.89,Methadone
2015,MCOU,MN,262,9679.2,Methadone
2015,MCOU,MN,320,6214.53,Methadone
2015,MCOU,MN,329,13745.46,Methadone
2015,MCOU,MN,372,12774.25,Methadone
2015,MCOU,MN,390,6812.56,Methadone
2015,MCOU,MN,397,6999.35,Methadone
2015,MCOU,MS,58,654.87,Methadone
2015,MCOU,MS,65,2404.33,Methadone
2015,MCOU,MS,68,1680.83,Methadone
2015,MCOU,MS,79,686.93,Methadone
2015,MCOU,MS,99,3131.17,Methadone
2015,MCOU,MS,101,2343.34,Methadone
2015,MCOU,MS,113,1311.66,Methadone
2015,MCOU,MS,116,2948.93,Methadone
2015,MCOU,MS,116,4078.28,Methadone
2015,MCOU,MS,129,1118.61,Methadone
2015,MCOU,MS,148,3613.39,Methadone
2015,MCOU,MS,154,4881.63,Methadone
2015,MCOU,ND,15,93.59,Methadone
2015,MCOU,ND,21,609.15,Methadone
2015,MCOU,ND,23,141.02,Methadone
2015,MCOU,ND,23,1040.01,Methadone
2015,MCOU,ND,30,624.07,Methadone
2015,MCOU,ND,30,1037.02,Methadone
2015,MCOU,NH,46,476.38,Methadone
2015,MCOU,NH,49,783.46,Methadone
2015,MCOU,NH,51,653.29,Methadone
2015,MCOU,NH,52,677.64,Methadone
2015,MCOU,NH,59,727.89,Methadone
2015,MCOU,NH,64,829.72,Methadone
2015,MCOU,NH,65,955.74,Methadone
2015,MCOU,NH,72,1102.23,Methadone
2015,MCOU,NH,108,3314.56,Methadone
2015,MCOU,NH,110,3256.47,Methadone
2015,MCOU,NH,123,2080.89,Methadone
2015,MCOU,NH,125,2077.18,Methadone
2015,MCOU,NH,136,3466.51,Methadone
2015,MCOU,NH,155,3646.54,Methadone
2015,MCOU,NH,161,2595.21,Methadone
2015,MCOU,NH,170,3080.17,Methadone
2015,MCOU,NH,346,8883.9,Methadone
2015,MCOU,NH,353,7343.15,Methadone
2015,MCOU,NH,356,5978.77,Methadone
2015,MCOU,NH,413,7610.23,Methadone
2015,MCOU,NJ,14,529.1,Methadone
2015,MCOU,NJ,25,429.49,Methadone
2015,MCOU,NJ,28,259.8,Methadone
2015,MCOU,NJ,28,493.97,Methadone
2015,MCOU,NJ,29,344.61,Methadone
2015,MCOU,NJ,38,424.54,Methadone
2015,MCOU,NJ,43,670.55,Methadone
2015,MCOU,NJ,52,785.35,Methadone
2015,MCOU,NJ,54,970.81,Methadone
2015,MCOU,NJ,220,6830.25,Methadone
2015,MCOU,NJ,256,12116.17,Methadone
2015,MCOU,NJ,273,9980.13,Methadone
2015,MCOU,NJ,283,10310.05,Methadone
2015,MCOU,NJ,320,10683.84,Methadone
2015,MCOU,NJ,401,15570.64,Methadone
2015,MCOU,NJ,544,10392.5,Methadone
2015,MCOU,NJ,552,19552.16,Methadone
2015,MCOU,NJ,565,30248.23,Methadone
2015,MCOU,NJ,653,24272.85,Methadone
2015,MCOU,NJ,779,36825.34,Methadone
2015,MCOU,NJ,891,36156.78,Methadone
2015,MCOU,NM,13,76.87,Methadone
2015,MCOU,NM,20,301.92,Methadone
2015,MCOU,NM,22,455.28,Methadone
2015,MCOU,NM,26,442.06,Methadone
2015,MCOU,NM,28,429.92,Methadone
2015,MCOU,NM,31,427.79,Methadone
2015,MCOU,NM,32,504.95,Methadone
2015,MCOU,NM,63,1969.32,Methadone
2015,MCOU,NM,65,2519.65,Methadone
2015,MCOU,NM,80,2841.98,Methadone
2015,MCOU,NM,106,2130.88,Methadone
2015,MCOU,NM,132,2626.77,Methadone
2015,MCOU,NM,219,8887.85,Methadone
2015,MCOU,NM,248,4865.26,Methadone
2015,MCOU,NM,251,9922.63,Methadone
2015,MCOU,NM,263,10844.71,Methadone
2015,MCOU,NV,14,23.97,Methadone
2015,MCOU,NV,15,33.8,Methadone
2015,MCOU,NV,16,154.57,Methadone
2015,MCOU,NV,20,38.82,Methadone
2015,MCOU,NV,21,198.26,Methadone
2015,MCOU,NV,42,425.72,Methadone
2015,MCOU,NV,45,630.37,Methadone
2015,MCOU,NV,48,399.63,Methadone
2015,MCOU,NV,51,320.49,Methadone
2015,MCOU,NV,55,771.37,Methadone
2015,MCOU,NV,61,542.61,Methadone
2015,MCOU,NV,62,392.2,Methadone
2015,MCOU,NV,67,547.06,Methadone
2015,MCOU,NV,102,2213.18,Methadone
2015,MCOU,NV,133,2593.46,Methadone
2015,MCOU,NV,175,2326.38,Methadone
2015,MCOU,NV,208,2339.44,Methadone
2015,MCOU,NV,269,3348.52,Methadone
2015,MCOU,NV,273,7941.34,Methadone
2015,MCOU,NV,355,4916.64,Methadone
2015,MCOU,NV,424,13975.1,Methadone
2015,MCOU,NV,498,6593.82,Methadone
2015,MCOU,NV,560,12467.98,Methadone
2015,MCOU,NV,600,7880.7,Methadone
2015,MCOU,NV,687,15443.61,Methadone
2015,MCOU,NY,13,406.3,Methadone
2015,MCOU,NY,16,450.39,Methadone
2015,MCOU,NY,16,700.95,Methadone
2015,MCOU,NY,18,615.54,Methadone
2015,MCOU,NY,19,491.61,Methadone
2015,MCOU,NY,20,1586.44,Methadone
2015,MCOU,NY,22,204.7,Methadone
2015,MCOU,NY,23,369.78,Methadone
2015,MCOU,NY,27,1248.31,Methadone
2015,MCOU,NY,30,791.42,Methadone
2015,MCOU,NY,45,1078.38,Methadone
2015,MCOU,NY,87,902.88,Methadone
2015,MCOU,NY,411,5985.3,Methadone
2015,MCOU,NY,440,6726.94,Methadone
2015,MCOU,NY,443,6157.09,Methadone
2015,MCOU,NY,454,5865.29,Methadone
2015,MCOU,NY,570,8648.59,Methadone
2015,MCOU,NY,668,11149.55,Methadone
2015,MCOU,NY,755,11618.08,Methadone
2015,MCOU,NY,804,13361.54,Methadone
2015,MCOU,NY,1212,22950.17,Methadone
2015,MCOU,NY,1737,31048.57,Methadone
2015,MCOU,NY,1877,67235.91,Methadone
2015,MCOU,NY,1909,68512.39,Methadone
2015,MCOU,NY,1920,32186.74,Methadone
2015,MCOU,NY,1933,30927.84,Methadone
2015,MCOU,NY,2038,80831.83,Methadone
2015,MCOU,NY,2144,87069.36,Methadone
2015,MCOU,NY,2627,98262.68,Methadone
2015,MCOU,NY,3028,131208.37,Methadone
2015,MCOU,NY,3041,136942.47,Methadone
2015,MCOU,OH,15,345.89,Methadone
2015,MCOU,OH,17,401.02,Methadone
2015,MCOU,OH,21,185.37,Methadone
2015,MCOU,OH,21,313.59,Methadone
2015,MCOU,OH,23,361.03,Methadone
2015,MCOU,OH,623,9822.41,Methadone
2015,MCOU,OH,641,9770.31,Methadone
2015,MCOU,OH,642,9306,Methadone
2015,MCOU,OH,660,10253.2,Methadone
2015,MCOU,OH,676,11049.17,Methadone
2015,MCOU,OH,722,10335.13,Methadone
2015,MCOU,OH,819,14573.88,Methadone
2015,MCOU,OH,871,15614.55,Methadone
2015,MCOU,OH,872,15692.25,Methadone
2015,MCOU,OH,905,12728.92,Methadone
2015,MCOU,OH,907,20654.87,Methadone
2015,MCOU,OH,908,22405.34,Methadone
2015,MCOU,OH,1059,29529.2,Methadone
2015,MCOU,OH,1237,35350.28,Methadone
2015,MCOU,OH,1308,38353.68,Methadone
2015,MCOU,OH,1313,18356.13,Methadone
2015,MCOU,OH,1322,16168.75,Methadone
2015,MCOU,OH,1633,51191.12,Methadone
2015,MCOU,OH,1894,61827.21,Methadone
2015,MCOU,OH,2084,69422.94,Methadone
2015,MCOU,OR,207,5468.87,Methadone
2015,MCOU,OR,210,5272.71,Methadone
2015,MCOU,OR,267,5737.11,Methadone
2015,MCOU,OR,277,5514.34,Methadone
2015,MCOU,OR,311,10131.98,Methadone
2015,MCOU,OR,481,15526.19,Methadone
2015,MCOU,OR,525,16192.37,Methadone
2015,MCOU,OR,652,9071.51,Methadone
2015,MCOU,OR,668,11676.41,Methadone
2015,MCOU,OR,673,17392.24,Methadone
2015,MCOU,OR,705,11859.21,Methadone
2015,MCOU,OR,723,10963.24,Methadone
2015,MCOU,OR,738,11526.69,Methadone
2015,MCOU,OR,872,10152.52,Methadone
2015,MCOU,OR,1047,16637.78,Methadone
2015,MCOU,OR,1088,17551.52,Methadone
2015,MCOU,OR,1965,58316.28,Methadone
2015,MCOU,OR,2816,84406.31,Methadone
2015,MCOU,OR,3134,91235.68,Methadone
2015,MCOU,OR,3672,80786.49,Methadone
2015,MCOU,PA,12,498.71,Methadone
2015,MCOU,PA,13,1331.23,Methadone
2015,MCOU,PA,35,424.59,Methadone
2015,MCOU,PA,39,747.8,Methadone
2015,MCOU,PA,40,493.57,Methadone
2015,MCOU,PA,65,1212.72,Methadone
2015,MCOU,PA,216,3559.79,Methadone
2015,MCOU,PA,251,4543.39,Methadone
2015,MCOU,PA,260,4857.94,Methadone
2015,MCOU,PA,300,4980.96,Methadone
2015,MCOU,PA,312,5059.12,Methadone
2015,MCOU,PA,367,6557.99,Methadone
2015,MCOU,PA,443,8220.74,Methadone
2015,MCOU,PA,487,8602.42,Methadone
2015,MCOU,PA,514,11612.89,Methadone
2015,MCOU,PA,896,20131.29,Methadone
2015,MCOU,PA,971,33268.09,Methadone
2015,MCOU,PA,1124,36954.47,Methadone
2015,MCOU,PA,1130,37701.93,Methadone
2015,MCOU,PA,1222,40608.11,Methadone
2015,MCOU,PA,1391,31385.25,Methadone
2015,MCOU,PA,1705,39846.43,Methadone
2015,MCOU,PA,1838,65475.09,Methadone
2015,MCOU,PA,2059,68253.63,Methadone
2015,MCOU,PA,2095,80625.44,Methadone
2015,MCOU,PA,2182,77751,Methadone
2015,MCOU,RI,40,826.26,Methadone
2015,MCOU,RI,42,903.4,Methadone
2015,MCOU,RI,44,922.94,Methadone
2015,MCOU,RI,49,700.63,Methadone
2015,MCOU,RI,50,1414.45,Methadone
2015,MCOU,RI,54,1417.15,Methadone
2015,MCOU,RI,63,1445.97,Methadone
2015,MCOU,RI,63,3330.37,Methadone
2015,MCOU,RI,64,1482.13,Methadone
2015,MCOU,RI,80,4514.67,Methadone
2015,MCOU,RI,82,4077.65,Methadone
2015,MCOU,RI,85,3876.94,Methadone
2015,MCOU,RI,117,5862.58,Methadone
2015,MCOU,RI,120,4746.89,Methadone
2015,MCOU,RI,120,4946.17,Methadone
2015,MCOU,RI,124,4960.24,Methadone
2015,MCOU,SC,14,157.82,Methadone
2015,MCOU,SC,22,59.89,Methadone
2015,MCOU,SC,35,435.05,Methadone
2015,MCOU,SC,36,387.05,Methadone
2015,MCOU,SC,40,378.31,Methadone
2015,MCOU,SC,41,382.69,Methadone
2015,MCOU,SC,42,306.81,Methadone
2015,MCOU,SC,48,569.52,Methadone
2015,MCOU,SC,49,416.05,Methadone
2015,MCOU,SC,56,1327.49,Methadone
2015,MCOU,SC,57,479.12,Methadone
2015,MCOU,SC,78,2925.05,Methadone
2015,MCOU,SC,85,2882.29,Methadone
2015,MCOU,SC,171,3140.12,Methadone
2015,MCOU,SC,171,3264.14,Methadone
2015,MCOU,SC,181,2742.99,Methadone
2015,MCOU,SC,324,8403.42,Methadone
2015,MCOU,SC,375,11664.47,Methadone
2015,MCOU,SC,398,12653.33,Methadone
2015,MCOU,SC,403,13475.64,Methadone
2015,MCOU,SC,443,14291.39,Methadone
2015,MCOU,TX,15,939.68,Methadone
2015,MCOU,TX,15,942,Methadone
2015,MCOU,TX,22,648.82,Methadone
2015,MCOU,TX,25,571.68,Methadone
2015,MCOU,TX,28,352.39,Methadone
2015,MCOU,TX,33,578.64,Methadone
2015,MCOU,TX,132,1669.15,Methadone
2015,MCOU,TX,143,2163.9,Methadone
2015,MCOU,TX,146,2046.76,Methadone
2015,MCOU,TX,154,2232.86,Methadone
2015,MCOU,TX,157,2302.06,Methadone
2015,MCOU,TX,175,2822.78,Methadone
2015,MCOU,TX,179,2983.9,Methadone
2015,MCOU,TX,182,3057.87,Methadone
2015,MCOU,TX,427,7762.37,Methadone
2015,MCOU,TX,506,16155.04,Methadone
2015,MCOU,TX,516,15036.19,Methadone
2015,MCOU,TX,575,17967.74,Methadone
2015,MCOU,TX,583,17955.4,Methadone
2015,MCOU,TX,585,17762.44,Methadone
2015,MCOU,TX,663,20721.19,Methadone
2015,MCOU,TX,680,12795.63,Methadone
2015,MCOU,TX,819,26003.2,Methadone
2015,MCOU,TX,865,27827.79,Methadone
2015,MCOU,TX,892,17633,Methadone
2015,MCOU,TX,973,19985.17,Methadone
2015,MCOU,UT,23,53.51,Methadone
2015,MCOU,UT,24,244.88,Methadone
2015,MCOU,UT,30,487.57,Methadone
2015,MCOU,UT,47,658.39,Methadone
2015,MCOU,UT,62,774.17,Methadone
2015,MCOU,UT,67,758.5,Methadone
2015,MCOU,UT,68,2620.92,Methadone
2015,MCOU,UT,75,1057.75,Methadone
2015,MCOU,UT,80,2854.52,Methadone
2015,MCOU,UT,91,892.84,Methadone
2015,MCOU,UT,93,2706.1,Methadone
2015,MCOU,UT,95,4147.59,Methadone
2015,MCOU,UT,206,2278.63,Methadone
2015,MCOU,UT,227,2914.3,Methadone
2015,MCOU,UT,403,14394.42,Methadone
2015,MCOU,UT,417,19331.81,Methadone
2015,MCOU,UT,458,19050.02,Methadone
2015,MCOU,UT,465,20325.76,Methadone
2015,MCOU,VA,14,928.93,Methadone
2015,MCOU,VA,73,218.19,Methadone
2015,MCOU,VA,83,1193.54,Methadone
2015,MCOU,VA,87,2248,Methadone
2015,MCOU,VA,90,1042.52,Methadone
2015,MCOU,VA,99,958.8,Methadone
2015,MCOU,VA,104,1288.04,Methadone
2015,MCOU,VA,104,1526.15,Methadone
2015,MCOU,VA,112,2086.18,Methadone
2015,MCOU,VA,116,259.87,Methadone
2015,MCOU,VA,118,521.31,Methadone
2015,MCOU,VA,136,261.75,Methadone
2015,MCOU,VA,136,1740.35,Methadone
2015,MCOU,VA,326,4952.49,Methadone
2015,MCOU,VA,392,7581.1,Methadone
2015,MCOU,VA,399,14524.04,Methadone
2015,MCOU,VA,404,6961.44,Methadone
2015,MCOU,VA,410,12884.52,Methadone
2015,MCOU,VA,435,15248.71,Methadone
2015,MCOU,VA,441,8034.97,Methadone
2015,MCOU,VA,484,10122.45,Methadone
2015,MCOU,VA,580,18999.52,Methadone
2015,MCOU,VA,719,22659.99,Methadone
